15.0577	2.37251	2.51297	2.67197	2.13783	0.484619	1.62689	0.467148	0.477829
16.0675	2.37923	2.51434	2.68051	2.17361	0.486908	1.1451	0.480194	0.398712
16.0775	2.3848	2.52533	2.67334	2.14348	0.472565	0.923691	0.471497	0.358353
16.0875	2.37907	2.53967	2.67754	2.17148	0.482483	1.33041	0.473175	0.43129
16.0975	2.37762	2.51366	2.68021	2.17476	0.488586	1.58379	0.471725	0.477371
16.1075	2.37854	2.52869	2.6667	2.13905	0.48439	1.63658	0.466309	0.48645
16.1175	2.38098	2.5386	2.67624	2.16934	0.485458	1.16356	0.479279	0.402908
16.1275	2.37785	2.51625	2.68517	2.17239	0.471802	0.927048	0.476303	0.36087
16.1375	2.37923	2.52327	2.66426	2.13661	0.470657	1.32408	0.463638	0.423431
16.1475	2.38342	2.53967	2.67792	2.17163	0.488052	1.57806	0.469666	0.474243
16.1575	2.3764	2.51595	2.68188	2.17224	0.495148	1.64566	0.474167	0.490036
16.1675	2.379	2.52144	2.67029	2.14027	0.478363	1.15471	0.470123	0.396194
16.1775	2.38235	2.53967	2.67693	2.17094	0.478363	0.924911	0.47493	0.358658
16.1875	2.37648	2.51244	2.67845	2.17186	0.480042	1.32866	0.47142	0.4319
16.1975	2.37984	2.51854	2.67532	2.16331	0.486298	1.57532	0.46875	0.474014
16.2075	2.37999	2.54288	2.67715	2.16972	0.495987	1.65375	0.476913	0.490265
16.2175	2.37709	2.51526	2.68539	2.18132	0.489044	1.16096	0.482101	0.40535
16.2275	2.37984	2.52022	2.68143	2.17094	0.480347	0.929565	0.477982	0.362473
16.2375	2.38197	2.54715	2.67784	2.17262	0.483246	1.32568	0.477676	0.434036
16.2475	2.37503	2.51884	2.67235	2.15683	0.484543	1.57593	0.467834	0.473022
16.2575	2.37831	2.5177	2.68021	2.17117	0.495682	1.6526	0.475922	0.491867
16.2675	2.37381	2.54707	2.67387	2.16713	0.470428	1.15196	0.465546	0.391922
16.2775	2.37556	2.53845	2.67746	2.17133	0.476685	0.92514	0.474472	0.360641
16.2875	2.37686	2.51205	2.67746	2.16835	0.48027	1.32607	0.471954	0.429535
16.2975	2.38014	2.52136	2.67876	2.16621	0.488434	1.58226	0.468674	0.474243
16.3075	2.37442	2.54181	2.67517	2.17155	0.495682	1.64574	0.475616	0.492401
16.3175	2.37526	2.52197	2.67517	2.15744	0.482788	1.16478	0.478287	0.404434
16.3275	2.37602	2.51541	2.68219	2.17094	0.474854	0.925217	0.473633	0.355301
16.3375	2.37228	2.52609	2.66502	2.13821	0.470657	1.31432	0.460052	0.424957
16.3475	2.37808	2.53799	2.6757	2.16881	0.486069	1.57669	0.470352	0.475464
16.3575	2.37976	2.51541	2.68272	2.17781	0.496979	1.65283	0.480423	0.495148
16.3675	2.37808	2.51945	2.68013	2.17117	0.486984	1.16905	0.479584	0.404282
16.3775	2.37968	2.54684	2.6783	2.17278	0.479965	0.928345	0.477066	0.363693
16.3875	2.37732	2.53563	2.6767	2.1653	0.475922	1.3176	0.468903	0.429001
16.3975	2.37473	2.51022	2.67761	2.16614	0.482559	1.57608	0.46669	0.475998
16.4075	2.37839	2.52197	2.67776	2.16431	0.491486	1.64711	0.476761	0.492401
16.4175	2.37343	2.54494	2.67929	2.16988	0.488205	1.23825	0.482101	0.413666
16.4275	2.37762	2.53258	2.67776	2.16301	0.474548	0.919037	0.476913	0.360336
16.4375	2.37694	2.51289	2.67792	2.16934	0.480042	1.31538	0.472031	0.429001
16.4475	2.37366	2.52014	2.67548	2.16011	0.484085	1.57394	0.467834	0.473099
