17.2834	2.3761	2.49924	2.6712	2.13646	0.467987	0.904312	0.451584	0.380325
18.2942	2.36893	2.50103	2.67418	2.14085	0.472145	1.09333	0.453987	0.42717
18.3042	2.36705	2.50476	2.67797	2.1505	0.477498	1.27986	0.456441	0.473887
18.3142	2.36601	2.50906	2.68019	2.15666	0.481663	1.34897	0.459499	0.492668
18.3242	2.36446	2.50716	2.6788	2.1541	0.481506	1.33731	0.459366	0.489334
18.3342	2.3643	2.50795	2.68071	2.15707	0.481402	1.27296	0.460421	0.474866
18.3442	2.3641	2.51004	2.68183	2.15966	0.481851	1.27529	0.461415	0.475747
18.3542	2.36326	2.50885	2.68092	2.15764	0.482016	1.32165	0.460587	0.486584
18.3642	2.36326	2.50948	2.68188	2.15926	0.483297	1.34734	0.461146	0.4928
18.3742	2.36333	2.51063	2.68227	2.16075	0.484009	1.34238	0.462311	0.492012
18.3842	2.36126	2.51127	2.68295	2.16179	0.484619	1.34695	0.463135	0.493599
18.3942	2.36096	2.51225	2.68404	2.16444	0.485161	1.34737	0.463844	0.494247
18.4042	2.36095	2.5135	2.68439	2.16514	0.485519	1.34743	0.464119	0.494286
18.4142	2.36026	2.51263	2.68404	2.16405	0.485168	1.34718	0.463921	0.493729
18.4242	2.36034	2.51421	2.68559	2.16709	0.486427	1.34746	0.465439	0.494591
18.4342	2.35954	2.51467	2.6846	2.16617	0.484474	1.34583	0.463524	0.492874
18.4442	2.35877	2.51431	2.68438	2.16589	0.484428	1.34604	0.463264	0.492706
18.4542	2.35873	2.51575	2.68571	2.16875	0.485207	1.34676	0.464073	0.492622
18.4642	2.35848	2.51567	2.68541	2.16785	0.485146	1.34682	0.463753	0.491913
18.4742	2.35767	2.51541	2.68506	2.16787	0.485405	1.3466	0.463692	0.491371
18.4842	2.35732	2.51514	2.68494	2.16862	0.484383	1.34604	0.462898	0.490631
18.4942	2.3575	2.51546	2.68507	2.16882	0.484489	1.34645	0.463158	0.490387
18.5042	2.35678	2.51553	2.68505	2.16851	0.484009	1.34641	0.462898	0.489899
18.5142	2.35658	2.51597	2.68526	2.16885	0.48407	1.34613	0.462982	0.489311
18.5242	2.35604	2.51561	2.68494	2.16832	0.483528	1.34592	0.462608	0.488426
18.5342	2.3556	2.51496	2.68502	2.16766	0.484886	1.34697	0.464256	0.489174
18.5442	2.35542	2.51488	2.6849	2.16766	0.48465	1.3468	0.464073	0.488968
18.5542	2.355	2.51356	2.68382	2.16476	0.484047	1.34596	0.463425	0.488335
18.5642	2.35443	2.51378	2.68408	2.16577	0.484207	1.34573	0.464149	0.488754
18.5742	2.35412	2.51431	2.68397	2.16529	0.482819	1.34418	0.462524	0.487511
18.5842	2.354	2.51578	2.68462	2.16685	0.483971	1.34492	0.463753	0.48822
18.5942	2.35311	2.51527	2.68417	2.16695	0.484016	1.3447	0.4636	0.488121
18.6042	2.35281	2.5141	2.68389	2.16662	0.484207	1.34502	0.463554	0.487816
18.6142	2.35264	2.51447	2.6841	2.16727	0.484543	1.34546	0.463806	0.487991
18.6241	2.35246	2.51521	2.68397	2.16731	0.484718	1.34507	0.463821	0.487617
18.6341	2.35281	2.51538	2.68431	2.16865	0.48497	1.34641	0.464096	0.488022
18.6441	2.35265	2.51493	2.6845	2.16837	0.485352	1.34717	0.46476	0.487938
18.6541	2.35256	2.51693	2.68533	2.17105	0.485703	1.34816	0.465569	0.488129
18.6641	2.35228	2.51691	2.68462	2.17036	0.485329	1.34801	0.465195	0.48735
18.6741	2.35194	2.51569	2.68503	2.17055	0.486565	1.34867	0.467072	0.487991
18.6841	2.35204	2.51528	2.6852	2.1703	0.486748	1.34861	0.467224	0.487801
18.6941	2.35193	2.51607	2.68512	2.16985	0.486435	1.34921	0.467262	0.487236
18.7041	2.35163	2.51704	2.6852	2.16989	0.486481	1.34888	0.467484	0.486465
18.7141	2.35131	2.51613	2.68513	2.16983	0.486465	1.34829	0.467186	0.485626
18.7241	2.35083	2.5153	2.68499	2.16945	0.486343	1.34769	0.467438	0.485367
18.7341	2.35013	2.51642	2.68511	2.16971	0.48616	1.34726	0.467209	0.484726
18.7441	2.34935	2.51695	2.68504	2.16982	0.48597	1.34718	0.466835	0.484261
18.7541	2.34833	2.51517	2.68423	2.16808	0.48468	1.34676	0.465645	0.48288
18.7641	2.34757	2.51477	2.68484	2.16869	0.484871	1.34753	0.465958	0.483002
18.7741	2.34702	2.51486	2.68434	2.16593	0.484306	1.34626	0.465179	0.482002
18.7841	2.34607	2.51541	2.68421	2.16626	0.484482	1.34708	0.465225	0.481743
18.7941	2.34527	2.51488	2.68378	2.16491	0.484497	1.34747	0.465027	0.481308
18.8041	2.34438	2.51426	2.68398	2.16502	0.484566	1.34799	0.465042	0.481232
18.8141	2.34394	2.51463	2.6841	2.16464	0.484467	1.3482	0.465538	0.481125
18.8241	2.34357	2.51602	2.68474	2.16544	0.484772	1.34818	0.465645	0.481087
18.8341	2.34287	2.51564	2.68456	2.16515	0.484909	1.34862	0.466118	0.481392
18.8441	2.34285	2.51521	2.68485	2.16583	0.484909	1.3494	0.464012	0.480278
18.8541	2.34255	2.5162	2.68554	2.16721	0.485931	1.35005	0.464905	0.480865
18.8641	2.34208	2.5162	2.68465	2.16502	0.485352	1.34895	0.464638	0.47963
18.8741	2.3415	2.51705	2.68502	2.16766	0.485916	1.34932	0.46492	0.479355
18.8841	2.34106	2.51699	2.68488	2.16706	0.485909	1.34888	0.464905	0.478943
18.8941	2.34052	2.51677	2.68533	2.16844	0.486015	1.34932	0.46534	0.478844
18.9041	2.33986	2.51671	2.68521	2.16846	0.486053	1.34971	0.465782	0.478821
18.9141	2.3391	2.51641	2.68431	2.16581	0.485481	1.34898	0.464813	0.477554
18.9241	2.33788	2.51588	2.68391	2.16557	0.485428	1.34848	0.464493	0.47654
18.9341	2.33733	2.51585	2.68369	2.16457	0.485008	1.34808	0.464027	0.475731
18.9441	2.33649	2.51551	2.6833	2.16365	0.484741	1.34747	0.466034	0.476013
18.9541	2.33587	2.51585	2.6835	2.16369	0.484703	1.34768	0.465843	0.475311
18.9641	2.33517	2.51608	2.68345	2.16309	0.484444	1.34723	0.465675	0.474762
18.9741	2.33421	2.51625	2.68376	2.16341	0.484566	1.34693	0.466194	0.47464
18.9841	2.33318	2.51601	2.68369	2.16319	0.484322	1.34738	0.466339	0.474655
18.9941	2.33266	2.51617	2.68371	2.16324	0.483971	1.3476	0.466393	0.474541
19.0041	2.33241	2.51624	2.68377	2.16311	0.48394	1.34754	0.466064	0.473351
19.0141	2.33196	2.51643	2.68389	2.16369	0.484177	1.34808	0.46656	0.473221
19.0241	2.33187	2.51672	2.68382	2.16344	0.483971	1.34779	0.466736	0.472839
19.0341	2.3312	2.51684	2.68401	2.16402	0.483994	1.34801	0.467094	0.472969
19.0441	2.33075	2.51707	2.68393	2.1642	0.484207	1.3486	0.467186	0.472534
19.0541	2.33031	2.51719	2.68416	2.16445	0.484459	1.34897	0.467735	0.471535
19.0641	2.32982	2.51755	2.68501	2.16649	0.485321	1.34939	0.468422	0.471245
19.0741	2.32954	2.51754	2.68486	2.16621	0.484917	1.34869	0.468338	0.470528
19.0841	2.32915	2.51826	2.6854	2.16706	0.485008	1.34932	0.46862	0.470596
19.0941	2.32845	2.51795	2.68478	2.16461	0.485123	1.34926	0.468231	0.469597
19.1041	2.32728	2.51764	2.6843	2.16431	0.484848	1.34936	0.468292	0.469017
19.1141	2.32628	2.51765	2.68494	2.16627	0.485069	1.34908	0.46891	0.468575
19.1241	2.32504	2.51651	2.68388	2.1639	0.483994	1.34763	0.468018	0.467102
19.1341	2.32413	2.5167	2.68386	2.16429	0.484055	1.34848	0.468147	0.466888
19.1441	2.3232	2.5173	2.68386	2.16405	0.484077	1.34888	0.468346	0.466797
19.1541	2.32236	2.51704	2.68348	2.16423	0.484291	1.34897	0.46859	0.465454
19.1641	2.3213	2.51697	2.68345	2.16442	0.483818	1.34829	0.468254	0.464699
19.1741	2.32075	2.51619	2.68311	2.16368	0.48378	1.3482	0.468315	0.464211
19.1841	2.32029	2.51646	2.68302	2.16366	0.483688	1.3482	0.468338	0.46376
19.1941	2.31982	2.51794	2.68393	2.16611	0.483887	1.34884	0.468895	0.463737
19.2041	2.31959	2.51866	2.68382	2.16571	0.484055	1.34814	0.469078	0.463226
19.2141	2.31924	2.51859	2.6834	2.16565	0.483932	1.34777	0.468811	0.462311
19.2241	2.31886	2.51904	2.6845	2.16801	0.485046	1.34772	0.469902	0.462288
19.2341	2.31873	2.5183	2.68431	2.16732	0.485062	1.34759	0.469872	0.461838
19.2441	2.31792	2.51877	2.68475	2.16769	0.485069	1.3475	0.470238	0.461121
19.2541	2.31766	2.51978	2.68491	2.1677	0.485176	1.34747	0.470665	0.461914
19.2641	2.31756	2.52014	2.68459	2.16737	0.485405	1.34789	0.471046	0.461258
19.274	2.31683	2.52031	2.68516	2.16839	0.485764	1.34711	0.471786	0.460861
19.284	2.31614	2.51952	2.6852	2.16811	0.485779	1.34782	0.472153	0.461105
19.294	2.31529	2.51846	2.6847	2.16735	0.485703	1.34794	0.472046	0.460472
19.304	2.31422	2.51759	2.68399	2.16536	0.484886	1.34721	0.471176	0.458817
19.314	2.31325	2.51849	2.68417	2.16553	0.485161	1.34721	0.471558	0.458183
19.324	2.31276	2.51931	2.6841	2.16537	0.484879	1.34672	0.471931	0.458038
19.334	2.31156	2.51845	2.68333	2.16323	0.484612	1.34679	0.471573	0.45723
19.344	2.31084	2.51775	2.68305	2.16299	0.484734	1.34754	0.471748	0.456833
19.354	2.31001	2.5172	2.68314	2.16288	0.484673	1.34763	0.471382	0.45565
19.364	2.30891	2.51671	2.68295	2.1617	0.484589	1.34723	0.471161	0.454636
19.374	2.30832	2.51763	2.68271	2.16132	0.484215	1.3465	0.471008	0.453773
19.384	2.30756	2.51825	2.68243	2.1613	0.484047	1.3465	0.471016	0.452858
19.394	2.3066	2.51866	2.68227	2.16094	0.483856	1.34621	0.470955	0.452271
19.404	2.30627	2.51929	2.68318	2.16323	0.484291	1.34669	0.47187	0.451881
19.414	2.30563	2.51861	2.68312	2.1629	0.484116	1.34652	0.471779	0.450912
19.424	2.30517	2.51836	2.68346	2.16306	0.484535	1.34582	0.472122	0.45002
19.434	2.30436	2.51933	2.68378	2.16341	0.484451	1.34595	0.472527	0.450066
19.444	2.30361	2.52035	2.684	2.16354	0.484016	1.34618	0.472549	0.449455
19.454	2.30279	2.52071	2.68357	2.16328	0.483879	1.34554	0.472733	0.448792
19.464	2.30193	2.52079	2.68324	2.16365	0.484016	1.34577	0.472992	0.448357
19.474	2.30087	2.52003	2.68307	2.1635	0.484024	1.34526	0.472939	0.44754
19.484	2.2999	2.51958	2.68339	2.16373	0.48439	1.34483	0.472763	0.447006
19.494	2.29959	2.5196	2.68356	2.16389	0.484322	1.34564	0.472862	0.446159
19.504	2.29819	2.51932	2.68274	2.16187	0.483856	1.34557	0.471939	0.445084
19.514	2.29715	2.52048	2.68304	2.16202	0.48378	1.34599	0.472351	0.444641
